2021-02-02 17:08:13,b'\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/Ui49frCo8t'
2021-02-02 15:08:17,"b',\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/42HU7dO6Rp'"
2021-02-02 13:02:29,b'At 7pm on @Republic_Bharat \nAt 9pm on @CNNnews18 \nFrom 10-11pm on @TimesNow'
2021-02-02 12:59:59,b'Now on @IndiaToday'
2021-02-02 11:09:44,b'Also on @IndiaToday at 6pm https://t.co/7nRtBffKfg'
2021-02-02 10:39:05,"b'Dr. Swamy has tweeted about rising #FuelPrices in India but fact is,world over,#CrudeOil prices have been surging,t\xe2\x80\xa6 https://t.co/sRgj8CkjjG'"
2021-02-02 10:32:04,"b'USA\xc2\xa0#CrudeOil production fell by 2 million barrels per day in 2020,as low prices&amp;demand forced output cuts\xe2\x80\xa6 https://t.co/cktD2qa62u'"
2021-02-02 10:23:10,"b'Among the bullish factors for Oil,Goldman has listed Biden\xe2\x80\x99s moratorium on federal land drilling, revocation of the\xe2\x80\xa6 https://t.co/FJxE7e8o9o'"
2021-02-02 10:19:27,"b'Goldman predicts #CrudeOil price to be $65 per barrel in 2021,on back of supply disruptions,structural underinvestm\xe2\x80\xa6 https://t.co/IToLbZQpE9'"
2021-02-02 10:15:09,"b'Do note,#Petrol&amp;Diesel Prices in India are linked to global #BrentCrude prices\n\n#GoldmanSachs says,in 2021,thx to r\xe2\x80\xa6 https://t.co/YHkSVIlYFW'"
2021-02-02 10:11:02,"b'Petrol prices in India,largely follow direction of #BrentCrude;Brent price has risen from $42.69 per barrel in Nov\xe2\x80\xa6 https://t.co/DVxTUA9bq0'"
2021-02-02 09:24:34,b'At 7pm on @Republic_Bharat \nFrom 10-11pm on @TimesNow'
2021-02-02 08:38:20,"b'.@narendramodi govt is reducing  Basic #ExciseDuty&amp;Special Additional Excise Duty #SAED,on Petrol&amp;Diesel,to ensure\xe2\x80\xa6 https://t.co/nHuCDz8TqK'"
2021-02-02 08:34:21,"b'For eg,#Budget2021 has proposed #AIDC of Rs 2.5 per litre on petrol&amp;Rs4 per litre on diesel\n\nThis would mean,people\xe2\x80\xa6 https://t.co/CM6miapks4'"
2021-02-02 08:30:43,"b'There is misinformation on #AgriCess,as in Agriculture Infrastructure and Development Cess #AIDC,on a small number\xe2\x80\xa6 https://t.co/V3iAOU3Zld'"
2021-02-02 08:02:48,"b'So by buying #Affordable house of not more than 60 or 90 Sq metre, depending on whether you buy in metro or non met\xe2\x80\xa6 https://t.co/EncpTKlhqS'"
2021-02-02 07:57:00,b'#Section80EEA provides tax benefits up to Rs1.5 lakh on interest paid on loans taken for affordable housing;This be\xe2\x80\xa6 https://t.co/5ONnZe53wn'
2021-02-02 07:54:04,"b'Despite running a tight ship, @narendramodi govt gave fillip to buyers of affordable houses,by extending time perio\xe2\x80\xa6 https://t.co/rM5rWdcEOB'"
2021-02-01 18:00:48,"b'This intvw by @nsitharaman ji was outstanding--Every nuance of #UnionBudget2021was explained&amp; every question asked,\xe2\x80\xa6 https://t.co/5uQSRQlkFC'"
2021-02-01 11:31:33,b'Modi Govt has gone for the jugular with huge #DemandPush being overriding theme of #UnionBudget2021 \n\nRs 1.18 lakh\xe2\x80\xa6 https://t.co/NsqDzNkouG'
2021-02-01 10:54:51,"b'Rs 4.78 lakh Cr allocation for #Defence,BIG\n\n1000Cr for Solar&amp;1500Cr for #Renewable energy,Setting up Gas operator&amp;\xe2\x80\xa6 https://t.co/SLeIeIa5hs'"
2021-02-01 10:18:03,"b'Decision to review #CustomDuty on 400 items,to remove #InvertedDuty Structure,will make Industry more efficient\n\n80\xe2\x80\xa6 https://t.co/gBrRaXznTU'"
